model,window_size,t_start,t_end,popt,R2,Tm1,protein,plate_ID,rep,well,ligand,Tm_D,Tm1_neg,dTm1,Tm_D_neg,dTm_D
mB,,25.0016,94.9409,[-1.29874242  0.34624588 -0.06823241  1.48917047  0.44114631  0.03992641],0.987406787372487,55.8550642685593,B9,PM1,Rep02,H09,L-Galactonic Acid-gamma-Lactone,57.057114,75.4176646300518,-19.5626003614925,57.542805,-0.48569100000000276
mB,,25.0016,94.9409,[-1.13617523  0.32945754  0.26193111  1.0809311   0.43443838  0.03122706],0.9549726305981593,55.38591609784418,B9,PM1,Rep02,H10,D-Galacturonic Acid,57.542805,75.4176646300518,-20.031748532207622,57.542805,0.0
mB,,25.0016,94.9409,[-1.03026461  0.31712884  0.13650948  1.02965854  0.42912954  0.02499247],0.9619810161173692,55.01461969543523,B9,PM1,Rep02,H11,Phenylethyl-amine,57.057114,75.4176646300518,-20.403044934616574,57.542805,-0.48569100000000276
mB,,25.0016,94.9409,[-1.46569644  0.34156011 -0.37936505  1.91620991  0.45699689  0.0551799 ],0.9947517712448875,56.9636423845759,B9,PM1,Rep02,H12,2-Aminoethanol,57.057114,75.4176646300518,-18.454022245475905,57.542805,-0.48569100000000276
mB,,25.0025,94.8852,[-1.18758536  0.34436657 -0.0871234   1.37515676  0.43967059  0.03284071],0.9895271314788266,55.72786799688134,B9,PM1,Rep01,A02,L-Arabinose,57.03207,75.4176646300518,-19.68979663317046,57.542805,-0.5107350000000039
mB,,25.0025,94.8852,[-1.24935964  0.38218471 -0.04516536  1.2915016   0.43840315  0.02919829],0.982247893190025,55.639295776969796,B9,PM1,Rep01,A03,N-Acetyl-D-Glucosamine,57.03207,75.4176646300518,-19.778368853082007,57.542805,-0.5107350000000039
mB,,25.0025,94.8852,[-1.16616347  0.35765332 -0.02959045  1.28075731  0.44662612  0.02970056],0.9786337613847815,56.21393942384705,B9,PM1,Rep01,A04,D-Saccharic Acid,58.002663,75.4176646300518,-19.20372520620475,57.542805,0.459857999999997
mB,,25.0025,94.8852,[-0.95455449  0.30150216 -0.30827424  1.2948859   0.44083056  0.02555331],0.9801220076026672,55.80892949608562,B9,PM1,Rep01,A05,Succinic Acid,57.51737,75.4176646300518,-19.608735133966185,57.542805,-0.02543500000000165
mB,,25.0025,94.8852,[-0.96692327  0.30154001 -0.20703768  1.2827513   0.44226869  0.02724716],0.981961165628318,55.90942985244597,B9,PM1,Rep01,A06,D-Galactose,57.51737,75.4176646300518,-19.508234777605836,57.542805,-0.02543500000000165
mB,,25.0025,94.8852,"[ 1.32791461e+00 -6.73432173e-02 -2.71644653e+00  1.84813913e+00
  6.94080334e-01  4.54537067e-04]",0.6263516506091701,73.50670778564849,B9,PM1,Rep01,A07,L-Aspartic Acid,57.51737,75.4176646300518,-1.9109568444033158,57.542805,-0.02543500000000165
mB,,25.0025,94.8852,[-1.16334709  0.32399437 -0.34375443  1.56401281  0.44498885  0.03684832],0.9828136030747444,56.09952202926465,B9,PM1,Rep01,A08,L-Proline,57.51737,75.4176646300518,-19.318142600787155,57.542805,-0.02543500000000165
mB,,25.0025,94.8852,[-1.24290455  0.33074688 -0.34013548  1.59625725  0.44783583  0.04130322],0.982246922905553,56.29847681077104,B9,PM1,Rep01,A09,D-Alanine,57.51737,75.4176646300518,-19.11918781928076,57.542805,-0.02543500000000165
mB,,25.0025,94.8852,[-0.95385718  0.28230339 -0.60049844  1.64955029  0.45551047  0.03387263],0.995320003197603,56.834801687967264,B9,PM1,Rep01,A10,D-Trehalose,58.002663,75.4176646300518,-18.58286294208454,57.542805,0.459857999999997
mB,,25.0025,94.8852,[-1.03331112  0.2984326  -0.59332025  1.70094198  0.45656599  0.03599603],0.9947663337450424,56.90856388778171,B9,PM1,Rep01,A11,D-Mannose,57.51737,75.4176646300518,-18.509100742270093,57.542805,-0.02543500000000165
